Mileage;Price;PowerPs;Owners;HuTest;FirstRegistration;Color;Automatic;CubicCapacity;EmptyWeight
141000;4650;136;3;22;1999;0;2;1.998;1.27
179529;4649;163;0;22;2002;0;1;1.998;1.365
132000;4600;136;0;23;1999;2;1;1.998;1.27
132000;4600;136;0;23;1999;2;1;1.998;1.27
132000;4600;136;0;23;1999;2;1;1.998;1.27
132000;4600;136;0;23;1999;2;1;1.998;1.27
132000;4600;136;0;23;1999;2;1;1.998;1.27
132000;4600;136;0;23;1999;2;1;1.998;1.27
132000;4600;136;0;23;1999;2;1;1.998;1.27
179529;4599;163;0;22;2002;0;1;1.998;1.365
118000;4590;163;2;22;2002;4;1;1.998;1.365
128000;4590;197;1;23;2002;0;2;0;0
128000;4590;197;1;23;2002;0;2;0;0
128000;4590;197;1;23;2002;0;2;0;0
128000;4590;197;1;23;2002;0;2;0;0
128000;4590;197;1;23;2002;0;2;0;0
128000;4590;197;1;23;2002;0;2;0;0
150000;4570;163;0;22;2003;0;2;1.998;0
150000;4570;163;0;22;2003;0;2;1.998;0
162000;4550;163;0;22;2002;0;2;1.998;0
115850;4500;193;4;23;1997;4;1;2.295;1.35
160000;4500;136;2;0;1999;0;1;1.998;1.27
116540;4500;136;2;0;1998;0;1;1.998;1.27
200000;4500;193;0;22;1998;4;1;2.295;1.325
160000;4500;136;2;0;1999;0;1;1.998;1.27
116540;4500;136;2;0;1998;0;1;1.998;1.27
200000;4500;193;0;22;1998;4;1;2.295;1.325
116540;4500;136;2;0;1998;0;1;1.998;1.27
200000;4500;193;0;22;1998;4;1;2.295;1.325
169700;4500;197;4;23;2000;3;1;2.295;1.385
116540;4500;136;2;0;1998;0;1;1.998;1.27
169700;4500;197;4;23;2000;3;1;2.295;1.385
256000;4500;163;0;22;2001;1;1;1.998;1.329
220472;4500;193;7;22;1997;4;1;2.295;1.325
169700;4500;197;4;23;2000;3;1;2.295;1.385
256000;4500;163;0;22;2001;1;1;1.998;1.329
220472;4500;193;7;22;1997;4;1;2.295;1.325
169700;4500;197;4;23;2000;3;1;2.295;1.385
256000;4500;163;0;22;2001;1;1;1.998;1.329
163000;4500;136;0;23;2001;3;1;1.998;1.27
220472;4500;193;7;22;1997;4;1;2.295;1.325
169700;4500;197;4;23;2000;3;1;2.295;1.385
256000;4500;163;0;22;2001;1;1;1.998;1.329
220472;4500;193;7;22;1997;4;1;2.295;1.325
169700;4500;197;4;23;2000;3;1;2.295;1.385
256000;4500;163;0;22;2001;1;1;1.998;1.329
220472;4500;193;7;22;1997;4;1;2.295;1.325
169700;4500;197;4;23;2000;3;1;2.295;1.385
256000;4500;163;0;22;2001;1;1;1.998;1.329
220472;4500;193;7;22;1997;4;1;2.295;1.325
169700;4500;197;4;23;2000;3;1;2.295;1.385
256000;4500;163;0;22;2001;1;1;1.998;1.329
220472;4500;193;7;22;1997;4;1;2.295;1.325
169700;4500;197;4;23;2000;3;1;2.295;1.385
256000;4500;163;0;22;2001;1;1;1.998;1.329
116540;4500;136;2;0;1998;0;1;1.998;1.27
115000;4500;163;2;0;2004;3;1;1.796;1.415
220472;4500;193;7;22;1997;4;1;2.295;1.325
169700;4500;197;4;23;2000;3;1;2.295;1.385
256000;4500;163;0;22;2001;1;1;1.998;1.329
116540;4500;136;2;0;1998;0;1;1.998;1.27
115000;4500;163;2;0;2004;3;1;1.796;1.415
220472;4500;193;7;22;1997;4;1;2.295;1.325
169700;4500;197;4;23;2000;3;1;2.295;1.385
250000;4500;197;3;23;2004;0;1;2.295;1.385
256000;4500;163;0;22;2001;1;1;1.998;1.329
116540;4500;136;2;0;1998;0;1;1.998;1.27
220472;4500;193;7;22;1997;4;1;2.295;1.325
169700;4500;197;4;23;2000;3;1;2.295;1.385
256000;4500;163;0;22;2001;1;1;1.998;1.329
220472;4500;193;7;22;1997;4;1;2.295;1.325
169700;4500;197;4;23;2000;3;1;2.295;1.385
116540;4500;136;2;0;1998;0;1;1.998;1.27
169700;4500;197;4;23;2000;3;1;2.295;1.385
116540;4500;136;2;0;1998;0;1;1.998;1.27
220472;4500;193;7;22;1997;4;1;2.295;1.325
169700;4500;197;4;23;2000;3;1;2.295;1.385
220472;4500;193;7;22;1997;4;1;2.295;1.325
169700;4500;197;4;23;2000;3;1;2.295;1.385
256000;4500;163;0;22;2001;1;1;1.998;1.329
116540;4500;136;2;0;1998;0;1;1.998;1.27
220472;4500;193;7;22;1997;4;1;2.295;1.325
169700;4500;197;4;23;2000;3;1;2.295;1.385
237000;4500;136;0;22;1999;3;2;1.998;1.27
193330;4500;163;2;21;2001;3;2;1.998;1.365
164000;4500;197;2;22;2001;0;2;2.295;1.385
92700;4500;193;3;21;1998;0;2;2.295;1.325
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;0;2001;0;2;2.295;1.385
237000;4500;136;0;22;1999;3;2;1.998;1.27
148000;4500;136;2;21;1997;0;2;1.998;1.27
164000;4500;197;2;22;2001;0;2;2.295;1.385
92700;4500;193;3;21;1998;0;2;2.295;1.325
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;0;2001;0;2;2.295;1.385
237000;4500;136;0;22;1999;3;2;1.998;1.27
148000;4500;136;2;21;1997;0;2;1.998;1.27
141300;4500;193;2;21;1998;3;2;2.295;1.325
164000;4500;197;2;22;2001;0;2;2.295;1.385
92700;4500;193;3;21;1998;0;2;2.295;1.325
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;0;2001;0;2;2.295;1.385
237000;4500;136;0;22;1999;3;2;1.998;1.27
148000;4500;136;2;21;1997;0;2;1.998;1.27
141300;4500;193;2;21;1998;3;2;2.295;1.325
164000;4500;197;2;22;2001;0;2;2.295;1.385
92700;4500;193;3;21;1998;0;2;2.295;1.325
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;0;2001;0;2;2.295;1.385
159000;4500;136;0;23;1999;3;2;1.998;1.27
148000;4500;136;2;21;1997;0;2;1.998;1.27
176860;4500;163;6;23;2002;3;2;1.998;1.365
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;0;2001;0;2;2.295;1.385
159000;4500;136;0;23;1999;3;2;1.998;1.27
148000;4500;136;2;21;1997;0;2;1.998;1.27
176860;4500;163;6;23;2002;3;2;1.998;1.365
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;0;2001;0;2;2.295;1.385
148000;4500;136;2;21;1997;0;2;1.998;1.27
176860;4500;163;6;23;2002;3;2;1.998;1.365
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;0;2001;0;2;2.295;1.385
159000;4500;136;0;23;1999;3;2;1.998;1.27
148000;4500;136;2;21;1997;0;2;1.998;1.27
164000;4500;197;2;22;2001;0;2;2.295;1.385
92700;4500;193;3;21;1998;0;2;2.295;1.325
164000;4500;197;2;22;2001;0;2;2.295;1.385
180000;4500;193;0;0;1997;0;2;2.295;1.325
164000;4500;197;2;0;2001;0;2;2.295;1.385
159000;4500;136;0;23;1999;3;2;1.998;1.27
148000;4500;136;2;21;1997;0;2;1.998;1.27
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;0;2001;0;2;2.295;1.385
159000;4500;136;0;23;1999;3;2;1.998;1.27
148000;4500;136;2;21;1997;0;2;1.998;1.27
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;0;2001;0;2;2.295;1.385
159000;4500;136;0;23;1999;3;2;1.998;1.27
148000;4500;136;2;21;1997;0;2;1.998;1.27
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;0;2001;0;2;2.295;1.385
159000;4500;136;0;23;1999;3;2;1.998;1.27
148000;4500;136;2;21;1997;0;2;1.998;1.27
226200;4500;163;3;0;2001;0;2;1.998;1.365
141300;4500;193;2;21;1998;3;2;2.295;1.325
164000;4500;197;2;22;2001;0;2;2.295;1.385
92700;4500;193;3;21;1998;0;2;2.295;1.325
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;0;2001;0;2;2.295;1.385
159000;4500;136;0;23;1999;3;2;1.998;1.27
148000;4500;136;2;21;1997;0;2;1.998;1.27
141300;4500;193;2;21;1998;3;2;2.295;1.325
164000;4500;197;2;22;2001;0;2;2.295;1.385
92700;4500;193;3;21;1998;0;2;2.295;1.325
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;0;2001;0;2;2.295;1.385
159000;4500;136;0;23;1999;3;2;1.998;1.27
148000;4500;136;2;21;1997;0;2;1.998;1.27
164000;4500;197;2;22;2001;0;2;2.295;1.385
92700;4500;193;3;21;1998;0;2;2.295;1.325
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;0;2001;0;2;2.295;1.385
159000;4500;136;0;23;1999;3;2;1.998;1.27
148000;4500;136;2;21;1997;0;2;1.998;1.27
164000;4500;197;2;22;2001;0;2;2.295;1.385
92700;4500;193;3;21;1998;0;2;2.295;1.325
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;0;2001;0;2;2.295;1.385
148000;4500;136;2;21;1997;0;2;1.998;1.27
141300;4500;193;2;21;1998;3;2;2.295;1.325
164000;4500;197;2;22;2001;0;2;2.295;1.385
92700;4500;193;3;21;1998;0;2;2.295;1.325
170550;4500;193;6;22;1999;0;2;2.295;1.325
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;0;2001;0;2;2.295;1.385
148000;4500;136;2;21;1997;0;2;1.998;1.27
99500;4500;136;3;22;1999;1;2;1.998;1.27
152000;4500;163;0;0;2004;3;2;1.796;1.39
141300;4500;193;2;21;1998;3;2;2.295;1.325
164000;4500;197;2;22;2001;0;2;2.295;1.385
92700;4500;193;3;21;1998;0;2;2.295;1.325
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;0;2001;0;2;2.295;1.385
99500;4500;136;3;22;1999;1;2;1.998;1.27
148000;4500;136;2;21;1997;0;2;1.998;1.27
141300;4500;193;2;21;1998;3;2;2.295;1.325
164000;4500;197;2;22;2001;0;2;2.295;1.385
92700;4500;193;3;21;1998;0;2;2.295;1.325
164000;4500;197;2;22;2001;0;2;2.295;1.385
164000;4500;197;2;0;2001;0;2;2.295;1.385
166932;4499;163;2;0;2003;3;2;1.998;1.365
166932;4499;163;2;0;2003;3;2;1.998;1.365
166932;4499;163;2;0;2003;3;2;1.998;1.365
166932;4499;163;2;0;2003;3;2;1.998;1.365
167000;4499;136;0;0;1999;4;2;1.998;1.27
167000;4499;136;0;0;1999;4;2;1.998;1.27
167000;4499;136;0;0;1999;4;2;1.998;1.27
167000;4499;136;0;0;1999;4;2;1.998;1.27
166932;4499;163;2;0;2003;3;2;1.998;1.365
166932;4499;163;2;0;2003;3;2;1.998;1.365
166932;4499;163;2;0;2003;3;2;1.998;1.365
166932;4499;163;2;0;2003;3;2;1.998;1.365
166932;4499;163;2;0;2003;3;2;1.998;1.365
166932;4499;163;2;0;2003;3;2;1.998;1.365
166932;4499;163;2;0;2003;3;2;1.998;1.365
166932;4499;163;2;0;2003;3;2;1.998;1.365
166932;4499;163;2;0;2003;3;2;1.998;1.365
211000;4490;193;1;0;1998;4;1;2.295;0
237000;4490;193;4;0;1999;4;1;0;0
237000;4490;193;4;0;1999;4;1;0;0
237000;4490;193;4;0;1999;4;1;0;0
237000;4490;193;4;0;1999;4;1;0;0
237000;4490;193;4;0;1999;4;1;0;0
179000;4490;192;0;0;1999;0;2;1.998;0
195000;4490;163;0;23;2002;3;2;1.998;0
140500;4490;163;3;23;2000;3;2;1.998;1.365
179000;4490;192;0;0;1999;0;2;1.998;0
195000;4490;163;0;23;2002;3;2;1.998;0
140500;4490;163;3;23;2000;3;2;1.998;1.365
179000;4490;192;0;0;1999;0;2;1.998;0
195000;4490;163;0;23;2002;3;2;1.998;0
140500;4490;163;3;23;2000;3;2;1.998;1.365
179000;4490;192;0;0;1999;0;2;1.998;0
195000;4490;163;0;23;2002;3;2;1.998;0
179000;4490;192;0;0;1999;0;2;1.998;0
219000;4490;136;4;0;1998;4;2;1.998;0
160500;4490;197;2;23;2000;1;2;2.295;1.385
179000;4490;192;0;0;1999;0;2;1.998;0
160500;4490;197;2;23;2000;1;2;2.295;1.385
179000;4490;192;0;0;1999;0;2;1.998;0
160500;4490;197;2;23;2000;1;2;2.295;1.385
179000;4490;192;0;0;1999;0;2;1.998;0
160500;4490;197;2;23;2000;1;2;2.295;1.385
179000;4490;192;0;0;1999;0;2;1.998;0
192000;4490;136;3;22;1998;9;2;1.998;1.27
219000;4490;136;4;0;1998;4;2;1.998;0
160500;4490;197;2;23;2000;1;2;2.295;1.385
179000;4490;192;0;0;1999;0;2;1.998;0
192000;4490;136;3;22;1998;9;2;1.998;1.27
219000;4490;136;4;0;1998;4;2;1.998;0
160500;4490;197;2;23;2000;1;2;2.295;1.385
179000;4490;192;0;0;1999;0;2;1.998;0
192000;4490;136;3;22;1998;9;2;1.998;1.27
219000;4490;136;4;0;1998;4;2;1.998;0
160500;4490;197;2;23;2000;1;2;2.295;1.385
134000;4490;197;0;0;2001;4;2;2.295;0
179000;4490;192;0;0;1999;0;2;1.998;0
192000;4490;136;3;22;1998;9;2;1.998;1.27
219000;4490;136;4;0;1998;4;2;1.998;0
160500;4490;197;2;23;2000;1;2;2.295;1.385
134000;4490;197;0;0;2001;4;2;2.295;0
179000;4490;192;0;0;1999;0;2;1.998;0
192000;4490;136;3;22;1998;9;2;1.998;1.27
219000;4490;136;4;0;1998;4;2;1.998;0
179000;4490;192;0;0;1999;0;2;1.998;0
192000;4490;136;3;22;1998;9;2;1.998;1.27
219000;4490;136;4;0;1998;4;2;1.998;0
179000;4490;192;0;0;1999;0;2;1.998;0
192000;4490;136;3;22;1998;9;2;1.998;1.27
219000;4490;136;4;0;1998;4;2;1.998;0
179000;4490;192;0;0;1999;0;2;1.998;0
192000;4490;136;3;22;1998;9;2;1.998;1.27
219000;4490;136;4;0;1998;4;2;1.998;0
160500;4490;197;2;23;2000;1;2;2.295;1.385
179000;4490;192;0;0;1999;0;2;1.998;0
179000;4490;192;0;0;1999;0;2;1.998;0
179000;4490;192;0;0;1999;0;2;1.998;0
179000;4490;192;0;0;1999;0;2;1.998;0
246000;4480;136;0;0;2000;4;2;1.998;0
178000;4450;163;4;23;2001;3;1;1.998;1.365
210000;4450;193;4;22;1998;0;1;2.295;1.325
178000;4450;163;4;23;2001;3;1;1.998;1.365
178000;4450;163;4;23;2001;3;1;1.998;1.365
178000;4450;163;4;23;2001;3;1;1.998;1.365
178000;4450;163;4;23;2001;3;1;1.998;1.365
190000;4450;197;3;0;2002;0;1;2.295;0
178000;4450;163;4;23;2001;3;1;1.998;1.365
190000;4450;197;3;0;2002;0;1;2.295;0
178000;4450;163;4;23;2001;3;1;1.998;1.365
190000;4450;197;3;0;2002;0;1;2.295;0
178000;4450;163;4;23;2001;3;1;1.998;1.365
190000;4450;197;3;0;2002;0;1;2.295;0
178000;4450;163;4;23;2001;3;1;1.998;1.365
165000;4450;197;0;23;2000;0;1;2.295;0
178000;4450;163;4;23;2001;3;1;1.998;1.365
165000;4450;197;0;23;2000;0;1;2.295;0
178000;4450;163;4;23;2001;3;1;1.998;1.365
190000;4450;197;3;0;2002;0;1;2.295;0
178000;4450;163;4;23;2001;3;1;1.998;1.365
190000;4450;197;3;0;2002;0;1;2.295;0
178000;4450;163;4;23;2001;3;1;1.998;1.365
165000;4450;197;0;23;2000;0;1;2.295;0
178000;4450;163;4;23;2001;3;1;1.998;1.365
165000;4450;197;0;23;2000;0;1;2.295;0
178000;4450;163;4;23;2001;3;1;1.998;1.365
165000;4450;197;0;23;2000;0;1;2.295;0
178000;4450;163;4;23;2001;3;1;1.998;1.365
165000;4450;197;0;23;2000;0;1;2.295;0
178000;4450;163;4;23;2001;3;1;1.998;1.365
165000;4450;197;0;23;2000;0;1;2.295;0
178000;4450;163;4;23;2001;3;1;1.998;1.365
165000;4450;197;0;23;2000;0;1;2.295;0
178000;4450;163;4;23;2001;3;1;1.998;1.365
165000;4450;197;0;23;2000;0;1;2.295;0
178000;4450;163;4;23;2001;3;1;1.998;1.365
165000;4450;197;0;23;2000;0;1;2.295;0
199689;4450;163;0;0;2000;4;2;1.998;1.365
199689;4450;163;0;0;2000;4;2;1.998;1.365
199689;4450;163;0;0;2000;4;2;1.998;1.365
118000;4450;136;0;22;1999;3;2;1.998;1.27
199689;4450;163;0;0;2000;4;2;1.998;1.365
199689;4450;163;0;0;2000;4;2;1.998;1.365
199689;4450;163;0;0;2000;4;2;1.998;1.365
199689;4450;163;0;0;2000;4;2;1.998;1.365
199689;4450;163;0;0;2000;4;2;1.998;1.365
199689;4450;163;0;0;2000;4;2;1.998;1.365
199689;4450;163;0;0;2000;4;2;1.998;1.365
162000;4450;163;0;22;2002;0;2;1.998;0
199689;4450;163;0;0;2000;4;2;1.998;1.365
162000;4450;163;0;22;2002;0;2;1.998;0
199689;4450;163;0;0;2000;4;2;1.998;1.365
162000;4450;163;0;22;2002;0;2;1.998;0
199689;4450;163;0;0;2000;4;2;1.998;1.365
199689;4450;163;0;0;2000;4;2;1.998;1.365
199689;4450;163;0;0;2000;4;2;1.998;1.365
199689;4450;163;0;0;2000;4;2;1.998;1.365
199689;4450;163;0;0;2000;4;2;1.998;1.365
199689;4450;163;0;0;2000;4;2;1.998;1.365
199689;4450;163;0;0;2000;4;2;1.998;1.365
199689;4450;163;0;0;2000;4;2;1.998;1.365
227864;4449;193;0;23;1996;0;2;2.295;0
174946;4444;136;3;0;1998;0;2;1.998;1.27
174946;4444;136;3;0;1998;0;2;1.998;1.27
221585;4444;193;4;23;1997;0;2;2.295;1.325
174946;4444;136;3;0;1998;0;2;1.998;1.27
221585;4444;193;4;23;1997;0;2;2.295;1.325
174946;4444;136;3;0;1998;0;2;1.998;1.27
174946;4444;136;2;0;1998;0;2;1.998;1.27
174946;4444;136;3;0;1998;0;2;1.998;1.27
174946;4444;136;2;0;1998;0;2;1.998;1.27
174946;4444;136;3;0;1998;0;2;1.998;1.27
174946;4444;136;2;0;1998;0;2;1.998;1.27
174946;4444;136;3;0;1998;0;2;1.998;1.27
174946;4444;136;2;0;1998;0;2;1.998;1.27
174946;4444;136;3;0;1998;0;2;1.998;1.27
174946;4444;136;2;0;1998;0;2;1.998;1.27
174946;4444;136;3;0;1998;0;2;1.998;1.27
174946;4444;136;2;0;1998;0;2;1.998;1.27
174946;4444;136;3;0;1998;0;2;1.998;1.27
174946;4444;136;2;0;1998;0;2;1.998;1.27
174946;4444;136;3;0;1998;0;2;1.998;1.27
174946;4444;136;2;0;1998;0;2;1.998;1.27
174946;4444;136;3;0;1998;0;2;1.998;1.27
174946;4444;136;2;0;1998;0;2;1.998;1.27
174946;4444;136;3;0;1998;0;2;1.998;1.27
174946;4444;136;2;0;1998;0;2;1.998;1.27
174946;4444;136;3;0;1998;0;2;1.998;1.27
174946;4444;136;2;0;1998;0;2;1.998;1.27
174946;4444;136;3;0;1998;0;2;1.998;1.27
174946;4444;136;2;0;1998;0;2;1.998;1.27
174946;4444;136;3;0;1998;0;2;1.998;1.27
174946;4444;136;3;0;1998;0;2;1.998;1.27
174946;4444;136;3;0;1998;0;2;1.998;1.27
174946;4444;136;2;0;1998;0;2;1.998;1.27
174946;4444;136;3;0;1998;0;2;1.998;1.27
174946;4444;136;2;0;1998;0;2;1.998;1.27
174946;4444;136;3;0;1998;0;2;1.998;1.27
227864;4441;193;0;23;1996;0;2;2.295;0
83000;4400;218;0;0;2000;3;1;3.199;0
248169;4400;218;0;0;2001;4;1;3.199;1.405
248169;4400;218;0;0;2001;4;1;3.199;1.405
248169;4400;218;0;0;2001;4;1;3.199;1.405
150000;4400;163;2;0;2000;0;1;1.998;1.365
213332;4400;193;1;22;1998;0;2;2.295;0
213332;4400;193;1;22;1998;0;2;2.295;0
213332;4400;193;1;22;1998;0;2;2.295;0
213332;4400;193;1;22;1998;0;2;2.295;0
213332;4400;193;1;22;1998;0;2;2.295;0
213332;4400;193;1;22;1998;0;2;2.295;0
213332;4400;193;1;22;1998;0;2;2.295;0
213332;4400;193;1;22;1998;0;2;2.295;0
213332;4400;193;1;22;1998;0;2;2.295;0
132300;4400;136;3;23;2000;0;2;1.998;1.27
213332;4400;193;1;22;1998;0;2;2.295;0
132300;4400;136;3;23;2000;0;2;1.998;1.27
213332;4400;193;1;22;1998;0;2;2.295;0
132300;4400;136;3;23;2000;0;2;1.998;1.27
213332;4400;193;1;22;1998;0;2;2.295;0
213332;4400;193;1;22;1998;0;2;2.295;0
170550;4399;193;6;22;1999;0;1;2.295;1.325
170550;4399;193;6;22;1999;0;1;2.295;1.325
170550;4399;193;6;22;1999;0;1;2.295;1.325
266000;4399;163;1;0;2001;0;2;1.998;1.365
266000;4399;163;1;0;2001;0;2;1.998;1.365
230000;4399;163;2;23;2001;3;2;1.998;1.365
230000;4399;163;2;23;2001;3;2;1.998;1.365
192000;4399;218;3;23;2001;3;2;3.199;0
230000;4399;163;2;23;2001;3;2;1.998;1.365
230000;4399;163;2;23;2001;3;2;1.998;1.365
230000;4399;163;2;23;2001;3;2;1.998;1.365
230000;4399;163;2;23;2001;3;2;1.998;1.365
230000;4399;163;2;23;2001;3;2;1.998;1.365
230000;4399;163;2;23;2001;3;2;1.998;1.365
230000;4399;163;2;23;2001;3;2;1.998;1.365
230000;4399;163;2;23;2001;3;2;1.998;1.365
230000;4399;163;2;23;2001;3;2;1.998;1.365
230000;4399;163;2;23;2001;3;2;1.998;1.365
230000;4399;163;2;23;2001;3;2;1.998;1.365
176000;4390;193;4;22;1999;3;1;2.295;1.325
192000;4350;136;3;22;1998;9;2;1.998;1.27
193000;4350;193;0;21;1998;3;2;2.295;1.325
192000;4350;136;3;22;1998;9;2;1.998;1.27
193000;4350;193;0;21;1998;3;2;2.295;1.325
192000;4350;136;3;22;1998;9;2;1.998;1.27
193000;4350;193;0;21;1998;3;2;2.295;1.325
192000;4350;136;3;22;1998;9;2;1.998;1.27
192000;4350;136;3;22;1998;9;2;1.998;1.27
204000;4300;197;3;23;2001;0;1;2.295;0
204000;4300;197;3;23;2001;0;1;2.295;0
204000;4300;197;3;23;2001;0;1;2.295;0
204000;4300;197;3;23;2001;0;1;2.295;0
204000;4300;197;3;23;2001;0;1;2.295;0
167000;4300;193;4;22;1999;0;1;2.295;1.325
204000;4300;197;3;23;2001;0;1;2.295;0
204000;4300;197;3;23;2001;0;1;2.295;0
204000;4300;197;3;23;2001;0;1;2.295;0
204000;4300;197;3;23;2001;0;1;2.295;0
117900;4300;136;2;22;1999;0;1;1.998;0
204000;4300;197;3;23;2001;0;1;2.295;0
167000;4300;193;4;22;1999;0;1;2.295;1.325
186560;4300;136;0;21;1999;1;2;1.998;1.27
186560;4300;136;0;21;1999;1;2;1.998;1.27
186560;4300;136;0;21;1999;1;2;1.998;1.27
186560;4300;136;0;21;1999;1;2;1.998;1.27
187200;4300;136;0;23;1999;1;2;1.998;1.27
141000;4300;136;3;22;1999;0;2;1.998;1.27
187200;4300;136;0;23;1999;1;2;1.998;1.27
186560;4300;136;0;21;1999;1;2;1.998;1.27
226200;4300;163;3;0;2001;0;2;1.998;1.365
187200;4300;136;0;23;1999;1;2;1.998;1.27
226500;4300;163;2;0;2001;0;2;1.998;0
141000;4300;136;3;22;1999;0;2;1.998;1.27
187200;4300;136;0;23;1999;1;2;1.998;1.27
226500;4300;163;2;0;2001;0;2;1.998;0
141000;4300;136;3;22;1999;0;2;1.998;1.27
186560;4300;136;0;21;1999;1;2;1.998;1.27
186560;4300;136;0;21;1999;1;2;1.998;1.27
186560;4300;136;0;21;1999;1;2;1.998;1.27
186560;4300;136;0;21;1999;1;2;1.998;1.27
118000;4290;163;2;22;2002;4;1;1.998;1.365
127000;4290;163;0;22;2004;4;2;1.796;0
198000;4250;193;0;22;1999;4;1;2.295;1.325
198000;4250;193;0;22;1999;4;1;2.295;1.325
198000;4250;193;0;22;1999;4;1;2.295;1.325
237000;4250;193;4;0;1999;4;1;0;0
237000;4250;193;4;0;1999;4;1;0;0
237000;4250;193;4;0;1999;4;1;0;0
237000;4250;193;4;0;1999;4;1;0;0
237000;4250;193;4;0;1999;4;1;0;0
198000;4250;193;0;22;1999;4;1;2.295;1.325
198000;4250;193;0;22;1999;4;1;2.295;1.325
198000;4250;193;0;22;1999;4;1;2.295;1.325
198000;4250;193;0;22;1999;4;1;2.295;1.325
184480;4250;136;3;23;1999;0;2;1.998;0
184480;4250;136;3;23;1999;0;2;1.998;0
200000;4200;197;5;22;2000;0;1;2.295;1.385
200000;4200;197;5;0;2000;0;1;2.295;1.385
200000;4200;197;5;22;2000;0;1;2.295;1.385
200000;4200;197;5;0;2000;0;1;2.295;1.385
198000;4200;163;0;23;2001;0;1;1.998;1.365
200000;4200;197;5;22;2000;0;1;2.295;1.385
200000;4200;197;5;0;2000;0;1;2.295;1.385
200000;4200;197;5;22;2000;0;1;2.295;1.385
200000;4200;197;5;0;2000;0;1;2.295;1.385
200000;4200;197;5;22;2000;0;1;2.295;1.385
164000;4200;193;0;23;1998;3;1;2.295;1.325
188560;4200;184;2;23;1997;0;1;1.796;0
164000;4200;193;0;23;1998;3;1;2.295;1.325
200000;4200;197;5;22;2000;0;1;2.295;1.385
200000;4200;197;5;0;2000;0;1;2.295;1.385
200000;4200;197;5;22;2000;0;1;2.295;1.385
200000;4200;197;5;0;2000;0;1;2.295;1.385
200000;4200;197;5;22;2000;0;1;2.295;1.385
200000;4200;197;5;0;2000;0;1;2.295;1.385
200000;4200;197;5;22;2000;0;1;2.295;1.385
200000;4200;197;5;0;2000;0;1;2.295;1.385
200000;4200;197;5;22;2000;0;1;2.295;1.385
200000;4200;197;5;0;2000;0;1;2.295;1.385
200000;4200;197;5;22;2000;0;1;2.295;1.385
200000;4200;197;5;0;2000;0;1;2.295;1.385
200000;4200;197;5;22;2000;0;1;2.295;1.385
200000;4200;197;5;0;2000;0;1;2.295;1.385
200000;4200;197;5;22;2000;0;1;2.295;1.385
200000;4200;197;5;0;2000;0;1;2.295;1.385
200000;4200;197;5;22;2000;0;1;2.295;1.385
200000;4200;197;5;0;2000;0;1;2.295;1.385
200000;4200;197;5;22;2000;0;1;2.295;1.385
200000;4200;197;5;0;2000;0;1;2.295;1.385
200000;4200;197;5;0;2000;0;1;2.295;1.385
197618;4200;163;0;22;2001;0;2;1.998;1.365
144562;4200;193;2;23;2001;4;2;2.295;1.325
200000;4200;197;5;22;2000;0;2;2.295;1.385
197618;4200;163;0;22;2001;0;2;1.998;1.365
144562;4200;193;2;23;2001;4;2;2.295;1.325
200000;4200;197;5;22;2000;0;2;2.295;1.385
197618;4200;163;0;22;2001;0;2;1.998;1.365
144562;4200;193;2;23;2001;4;2;2.295;1.325
200000;4200;197;5;22;2000;0;2;2.295;1.385
197618;4200;163;0;22;2001;0;2;1.998;1.365
144562;4200;193;2;23;2001;4;2;2.295;1.325
200000;4200;197;5;22;2000;0;2;2.295;1.385
197618;4200;163;0;23;2001;0;2;1.998;1.365
197618;4200;163;0;23;2001;0;2;1.998;1.365
197618;4200;163;0;23;2001;0;2;1.998;1.365
197618;4200;163;0;23;2001;0;2;1.998;1.365
197618;4200;163;0;22;2001;0;2;1.998;1.365
200000;4200;197;5;22;2000;0;2;2.295;1.385
197618;4200;163;0;22;2001;0;2;1.998;1.365
